text,label,channel,platform,source
Subscribe to my channel !﻿,phishing,social,youtube,Youtube03-LMFAO
"hi guys please check out my vids , i will promos to subscribe to you to﻿",phishing,social,youtube,Youtube03-LMFAO
Hey plz check out my music video. Thanks!! :-)﻿,phishing,social,youtube,Youtube03-LMFAO
Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,phishing,social,youtube,Youtube03-LMFAO
Good video﻿,legitimate,social,youtube,Youtube03-LMFAO
very good song:)﻿,legitimate,social,youtube,Youtube03-LMFAO
every bady yust have a good time﻿,legitimate,social,youtube,Youtube03-LMFAO
are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,legitimate,social,youtube,Youtube03-LMFAO
i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,legitimate,social,youtube,Youtube03-LMFAO
No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,legitimate,social,youtube,Youtube03-LMFAO
The best song ever!﻿,legitimate,social,youtube,Youtube03-LMFAO
"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",phishing,social,youtube,Youtube03-LMFAO
Love your song makes me happy﻿,legitimate,social,youtube,Youtube03-LMFAO
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,legitimate,social,youtube,Youtube03-LMFAO
I learned the shuffle because of them﻿,legitimate,social,youtube,Youtube03-LMFAO
The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,legitimate,social,youtube,Youtube03-LMFAO
watch this with sound off!﻿,legitimate,social,youtube,Youtube03-LMFAO
Looooooooove this song!!!!!!!!!:))))))﻿,legitimate,social,youtube,Youtube03-LMFAO
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,phishing,social,youtube,Youtube03-LMFAO
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,phishing,social,youtube,Youtube03-LMFAO
love this song﻿,legitimate,social,youtube,Youtube03-LMFAO
this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,phishing,social,youtube,Youtube03-LMFAO
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,phishing,social,youtube,Youtube03-LMFAO
NICE :3﻿,legitimate,social,youtube,Youtube03-LMFAO
+447935454150 lovely girl talk to me xxx﻿,phishing,social,youtube,Youtube04-Eminem
I always end up coming back to this song<br />﻿,legitimate,social,youtube,Youtube04-Eminem
"my sister just received over 6,500 new <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23active"">#active</a> youtube views Right now. The only thing she used was pimpmyviews. com﻿",phishing,social,youtube,Youtube04-Eminem
Cool﻿,legitimate,social,youtube,Youtube04-Eminem
Hello I&#39;am from Palastine﻿,phishing,social,youtube,Youtube04-Eminem
Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿,legitimate,social,youtube,Youtube04-Eminem
Go check out my rapping video called Four Wheels please ❤️﻿,phishing,social,youtube,Youtube04-Eminem
Almost 1 billion﻿,legitimate,social,youtube,Youtube04-Eminem
Aslamu Lykum... From Pakistan﻿,phishing,social,youtube,Youtube04-Eminem
Eminem is idol for very people in España and Mexico or Latinoamerica﻿,legitimate,social,youtube,Youtube04-Eminem
Help me get 50 subs please ﻿,phishing,social,youtube,Youtube04-Eminem
i love song :)﻿,legitimate,social,youtube,Youtube04-Eminem
"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.﻿",phishing,social,youtube,Youtube04-Eminem
The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿,legitimate,social,youtube,Youtube04-Eminem
The boyfriend was Charlie from the TV show LOST ﻿,legitimate,social,youtube,Youtube04-Eminem
"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>﻿",phishing,social,youtube,Youtube04-Eminem
Take a look at this video on YouTube:﻿,phishing,social,youtube,Youtube04-Eminem
Check out our Channel for nice Beats!!﻿,phishing,social,youtube,Youtube04-Eminem
Rihanna and Eminem together are unstoppable.﻿,legitimate,social,youtube,Youtube04-Eminem
Check out this playlist on YouTube:﻿,phishing,social,youtube,Youtube04-Eminem
This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿,legitimate,social,youtube,Youtube04-Eminem
like please﻿,phishing,social,youtube,Youtube04-Eminem
"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",legitimate,social,youtube,Youtube04-Eminem
OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,legitimate,social,youtube,Youtube04-Eminem
"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!✌️😊 <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>﻿",phishing,social,youtube,Youtube04-Eminem
Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,phishing,social,youtube,Youtube04-Eminem
HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,phishing,social,youtube,Youtube04-Eminem
"You exactly who u want to be,watching your favourite rappers on tv﻿",legitimate,social,youtube,Youtube04-Eminem
Rihanna is absolutely gorgeous in this video.﻿,legitimate,social,youtube,Youtube04-Eminem
Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ﻿,phishing,social,youtube,Youtube04-Eminem
"Don&#39;t love someone soo much, love the way u lie..﻿",legitimate,social,youtube,Youtube04-Eminem
one of the BEST SONGS in music history﻿,legitimate,social,youtube,Youtube04-Eminem
Check out this video on YouTube:﻿,phishing,social,youtube,Youtube04-Eminem
No-I hate The Way U LIe!!﻿,legitimate,social,youtube,Youtube04-Eminem
Fuck Eminem. Bieber is the best &lt;3﻿,legitimate,social,youtube,Youtube04-Eminem
Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,phishing,social,youtube,Youtube04-Eminem
Check out this playlist on YouTube: ﻿,phishing,social,youtube,Youtube04-Eminem
Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e﻿,phishing,social,youtube,Youtube04-Eminem
Check out this video on YouTube<br /><br /><br />﻿,phishing,social,youtube,Youtube04-Eminem
CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!﻿,phishing,social,youtube,Youtube04-Eminem
I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.﻿,phishing,social,youtube,Youtube04-Eminem
Love😘❤💖﻿,legitimate,social,youtube,Youtube04-Eminem
"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",legitimate,social,youtube,Youtube04-Eminem
plese subscribe to me﻿,phishing,social,youtube,Youtube04-Eminem
"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",phishing,social,youtube,Youtube04-Eminem
this is the 2nd most best song when im gone by m&amp;m﻿,legitimate,social,youtube,Youtube04-Eminem
"WE GO FOR 1,000,000,000 FOR EMINEM﻿",legitimate,social,youtube,Youtube04-Eminem
Eminem and Rihanna sing the song very well.﻿,legitimate,social,youtube,Youtube04-Eminem
Subscribe me Secret videos :D﻿,phishing,social,youtube,Youtube04-Eminem
Check out this video on YouTube:but I&#39;m not Rhinnah﻿,phishing,social,youtube,Youtube04-Eminem
Subscribe to me for clean Eminem!,phishing,social,youtube,Youtube04-Eminem
"Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it",phishing,social,youtube,Youtube04-Eminem
LOVE THE WAY YOU LIE ..&quot;﻿,legitimate,social,youtube,Youtube04-Eminem
This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,phishing,social,youtube,Youtube04-Eminem
Check out our cover of this song!,phishing,social,youtube,Youtube04-Eminem
goot﻿,legitimate,social,youtube,Youtube04-Eminem
2015 but Im still listening to this!﻿,legitimate,social,youtube,Youtube04-Eminem
"How is this the most watched Eminem video, it beats not afraid? ﻿",legitimate,social,youtube,Youtube04-Eminem
Check out my channel for funny skits! Thanks!,phishing,social,youtube,Youtube04-Eminem
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,phishing,social,youtube,Youtube04-Eminem
please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,phishing,social,youtube,Youtube04-Eminem
"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",phishing,social,youtube,Youtube04-Eminem
CHECK OUT Eminem - Rap God LYRIC VIDEO,phishing,social,youtube,Youtube04-Eminem
Love this song﻿,legitimate,social,youtube,Youtube04-Eminem
"Rihana, Love Me. :(﻿",legitimate,social,youtube,Youtube04-Eminem
like this comment then type 1337,phishing,social,youtube,Youtube04-Eminem
Is that Charlie from lost?<br />﻿,legitimate,social,youtube,Youtube04-Eminem
who the fuck cheats on megan fox﻿,legitimate,social,youtube,Youtube04-Eminem
that is megan fox﻿,legitimate,social,youtube,Youtube04-Eminem
I love music﻿,legitimate,social,youtube,Youtube04-Eminem
❤❤❤❤❤❤❤﻿,legitimate,social,youtube,Youtube04-Eminem
"hot,hot﻿",legitimate,social,youtube,Youtube04-Eminem
"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",phishing,social,youtube,Youtube04-Eminem
this fucking song like a&#39;n oreo the only white part is the good 1﻿,legitimate,social,youtube,Youtube04-Eminem
"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",legitimate,social,youtube,Youtube04-Eminem
"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",phishing,social,youtube,Youtube04-Eminem
Check Out The New Hot Video By Dante B Called Riled Up,phishing,social,youtube,Youtube04-Eminem
"Still listening,still same pleasure﻿",legitimate,social,youtube,Youtube04-Eminem
▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,phishing,social,youtube,Youtube04-Eminem
I love you!❤✨﻿,legitimate,social,youtube,Youtube04-Eminem
2010? The time past so fast ..﻿,legitimate,social,youtube,Youtube04-Eminem
"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",phishing,social,youtube,Youtube04-Eminem
#2015 FUCK YEAH﻿,legitimate,social,youtube,Youtube04-Eminem
eminem is a ginius stop!﻿,legitimate,social,youtube,Youtube04-Eminem
The rap: cool     Rihanna: STTUUPID﻿,legitimate,social,youtube,Youtube04-Eminem
Just gonna stand there and hear me cry ..﻿,legitimate,social,youtube,Youtube04-Eminem
Love﻿,legitimate,social,youtube,Youtube04-Eminem
Feels and emotions in this song...God damn﻿,legitimate,social,youtube,Youtube04-Eminem
all u should go check out j rants vi about eminem,phishing,social,youtube,Youtube04-Eminem
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,legitimate,social,youtube,Youtube04-Eminem
"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",phishing,social,youtube,Youtube04-Eminem
"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",phishing,social,youtube,Youtube04-Eminem
best song﻿,legitimate,social,youtube,Youtube04-Eminem
subscribe to my feed,phishing,social,youtube,Youtube04-Eminem
"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",phishing,social,youtube,Youtube04-Eminem
Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :),phishing,social,youtube,Youtube04-Eminem
Check out my SEXY VIDEO :*,phishing,social,youtube,Youtube04-Eminem
Is that Charlie from lost?﻿,legitimate,social,youtube,Youtube04-Eminem
Anyone else notice that Megan Fox is in this video?﻿,legitimate,social,youtube,Youtube04-Eminem
Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,phishing,social,youtube,Youtube04-Eminem
"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",phishing,social,youtube,Youtube04-Eminem
"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",phishing,social,youtube,Youtube04-Eminem
WATCH MY VIDEOS AND SUBSCRIBE,phishing,social,youtube,Youtube04-Eminem
:D subscribe to me for daily vines,phishing,social,youtube,Youtube04-Eminem
LOVE IT!!!!!!!﻿,legitimate,social,youtube,Youtube04-Eminem
Hay dakota u earned a subscribee,phishing,social,youtube,Youtube04-Eminem
"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.",phishing,social,youtube,Youtube04-Eminem
I hate rap and I like this song﻿,legitimate,social,youtube,Youtube04-Eminem
Love the way you lie - Driveshaft﻿,legitimate,social,youtube,Youtube04-Eminem
2010:(﻿,legitimate,social,youtube,Youtube04-Eminem
"1,000,000 VIEWS NEAR﻿",legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",phishing,social,youtube,Youtube04-Eminem
this song is NICE﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",phishing,social,youtube,Youtube04-Eminem
Sick Music for sick females﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",phishing,social,youtube,Youtube04-Eminem
LOVE TROP FORT VOTRE  clip﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",phishing,social,youtube,Youtube04-Eminem
Eminem et Rihana trop belle chanson﻿,legitimate,social,youtube,Youtube04-Eminem
this song is better then monster by eminem﻿,legitimate,social,youtube,Youtube04-Eminem
He is good boy!!!<br />I am krean I like to eminem~!~﻿,legitimate,social,youtube,Youtube04-Eminem
it is wonderful﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",phishing,social,youtube,Youtube04-Eminem
Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,phishing,social,youtube,Youtube04-Eminem
watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,phishing,social,youtube,Youtube04-Eminem
Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,phishing,social,youtube,Youtube04-Eminem
awesome song ever﻿,legitimate,social,youtube,Youtube04-Eminem
love﻿,legitimate,social,youtube,Youtube04-Eminem
No long paragraph just check out my song called &quot;Fire&quot;.,phishing,social,youtube,Youtube04-Eminem
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",phishing,social,youtube,Youtube04-Eminem
"do you guys know, there&#39;s a part two of this song! :D﻿",legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",phishing,social,youtube,Youtube04-Eminem
"Hey, it&#39;s Charlie from Lost﻿",legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",phishing,social,youtube,Youtube04-Eminem
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",legitimate,social,youtube,Youtube04-Eminem
watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,phishing,social,youtube,Youtube04-Eminem
"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",legitimate,social,youtube,Youtube04-Eminem
5 years and i still dont get the music video help someone?﻿,legitimate,social,youtube,Youtube04-Eminem
Please check out my New Song (Music Video) AD - Don&#39;t Play,phishing,social,youtube,Youtube04-Eminem
Tell us the title so i can like and subscribe your music fgw please,phishing,social,youtube,Youtube04-Eminem
This video is kinda close to 1 million  views <br />﻿,legitimate,social,youtube,Youtube04-Eminem
Fuck you Eminem﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke.",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?",phishing,social,youtube,Youtube04-Eminem
2008-2010 were the years for pop﻿,legitimate,social,youtube,Youtube04-Eminem
sorry but eminmem is a worthless wife beating bastard﻿,legitimate,social,youtube,Youtube04-Eminem
Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,phishing,social,youtube,Youtube04-Eminem
so spousal abusue cool that&#39;s great﻿,legitimate,social,youtube,Youtube04-Eminem
she is megan fox?because she is very similar﻿,legitimate,social,youtube,Youtube04-Eminem
"Holy crap. 800,000,000 views?!﻿",legitimate,social,youtube,Youtube04-Eminem
eminem - RIHANNA﻿,legitimate,social,youtube,Youtube04-Eminem
LOVE THIS SONG!!!﻿,legitimate,social,youtube,Youtube04-Eminem
What nicei⛺♥♥♥♥﻿,legitimate,social,youtube,Youtube04-Eminem
I like this song very much﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",phishing,social,youtube,Youtube04-Eminem
I love it and my mom to﻿,legitimate,social,youtube,Youtube04-Eminem
Who is watching in 2015 like﻿,legitimate,social,youtube,Youtube04-Eminem
Please check out my New Song (MUSIC VIDEO) AD - Dont Play,phishing,social,youtube,Youtube04-Eminem
amazing song﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",phishing,social,youtube,Youtube04-Eminem
check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,phishing,social,youtube,Youtube04-Eminem
I like it﻿,legitimate,social,youtube,Youtube04-Eminem
"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",phishing,social,youtube,Youtube04-Eminem
"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",phishing,social,youtube,Youtube04-Eminem
"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem",phishing,social,youtube,Youtube04-Eminem
"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿",legitimate,social,youtube,Youtube04-Eminem
Eminem is my insperasen and fav﻿,legitimate,social,youtube,Youtube04-Eminem
e.e....everyone could check out my channel.. dundundunnn,phishing,social,youtube,Youtube04-Eminem
"Every collaboration between them, we know it will be number 1 ﻿",legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",phishing,social,youtube,Youtube04-Eminem
